"yearmonth","hosname","amprhcode","ampr_nb","hnamehos","ampr_main_nb","timecup"
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.ปทุมธานี,"01",2
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.พระนั่งเกล้า,"01",27
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.พหลพลพยุหเสนา,"01",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.มงกุฎวัฒนะ,"41",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.ลำลูกกา,"06",1
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.หนองเสือ,"04",2
"256507",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,เขตบางซื่อ,"29",รพ.ไทรน้อย,"05",1
"256507",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,เขตราชเทวี,"37",รพ.บางน้ำเปรี้ยว,"03",2
"256507",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,เขตราชเทวี,"37",รพ.พระจอมเกล้า,"01",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",มิตรไมตรีคลินิกเวชกรรม(คลองถนน),"03",2
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.ชะอำ,"04",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.ตำรวจ,"07",3
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.บางบ่อ,"02",2
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.บ้านโป่ง,"05",2
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.ปราณบุรี,"06",2
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.ศรีมหาโพธิ,"08",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.หนองใหญ่,"03",2
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพ.เมืองสมุทรปู่เจ้าฯโรงพยาบาลทั่วไปขนาดใหญ่,"04",1
"256507",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,เขตวัฒนา,"39",รพร.สระแก้ว,"01",8
"256507",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.นพรัตนราชธานี,"43",1
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",บ้านอบอุ่นคลินิกเวชกรรม(สาขาท่าอิฐ),"01",1
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.บางพลี,"03",1
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.เลิดสิน,"04",49
"256507",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รักษ์สุขคลินิกเวชกรรม(สาขาคลอง2),"03",1
"256507",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.ภูมิพลอดุลยเดช,"42",48
"256507",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.ห้วยพลู,"03",2
"256507",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.ตำรวจ,"07",4
"256507",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.สิรินธร,"32",3
"256507",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.คลองหลวง,"02",1
"256507",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.ตากสิน,"18",233
"256507",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.วังน้ำเย็น,"04",1
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.กระทุ่มแบน,"02",1
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.นครปฐม,"01",1
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.บางปะหัน,"07",1
"256507",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.บางใหญ่,"03",1
"256507",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.สมเด็จพระพุทธเลิศหล้า,"01",2
"256507",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.สิงห์บุรี,"01",2
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",มิตรไมตรีคลินิกเวชกรรม(เสมาฟ้าคราม),"06",2
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.กระทุ่มแบน,"02",3
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.นครปฐม,"01",2
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.บางกรวย,"02",2
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.บางบัวทอง,"04",5
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.บ้านบึง,"02",1
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.บ้านหมี่,"06",1
"256507",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.พหลพลพยุหเสนา,"01",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",คลินิกหมอครอบครัว ศูนย์สุขภาพชุมชนเมืองชลบุรี,"01",10
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",บ้านอบอุ่นคลินิกเวชกรรม (สาขาบางเขน),"01",23
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",มิตรไมตรีคลินิกเวชกรรม (ธารทอง),"04",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.กระทุ่มแบน,"02",12
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางน้ำเปรี้ยว,"03",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางปะกง,"04",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางปะหัน,"07",11
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางพลี,"03",16
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางสะพาน,"04",2
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.พระนั่งเกล้า,"01",16
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.พุทธมณฑล,"07",5
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ราชบุรี,"01",6
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.สต.ตะเคียนเตี้ย,"04",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.สามโคก,"07",1
"256507",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.เสาไห้เฉลิมพระเกียรติ80พรรษา,"10",1
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.กระทุ่มแบน,"02",2
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.บางกรวย,"02",2
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.บางบัวทอง,"04",1
"256507",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,เขตบางกอกน้อย,"20",รพ.เดิมบางนางบวช,"02",1
"256507",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,เขตบางพลัด,"25",รพ.ศิริราช,"20",2
"256507",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,เขตบางพลัด,"25",รพ.เจ้าพระยายมราช,"01",2
"256507",ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,เขตพระโขนง,"09",รพ.ตำรวจ,"07",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",คลินิกหมอครอบครัว ศูนย์สุขภาพชุมชนเมืองชลบุรี,"01",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",คลินิกเวชกรรมใจใส,"02",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",มิตรไมตรีคลินิกเวชกรรม สาขาบางกรวย,"02",10
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",1
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.พระนั่งเกล้า,"01",3
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.ศิริราช,"20",256
"256507",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.สมเด็จพระสังฆราชองค์ที่17,"07",5
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ตำรวจ,"07",4
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.บางพลี,"03",2
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",4
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ภูมิพลอดุลยเดช,"42",1
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.สมเด็จพระสังฆราชองค์ที่17,"07",1
"256507",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.เลิดสิน,"04",1
"256507",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.บ้านฉาง,"02",1
"256507",ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,เขตสวนหลวง,"34",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",16
"256507",ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,เขตสวนหลวง,"34",รพ.นพรัตนราชธานี,"43",130
"256507",ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,เขตสวนหลวง,"34",รพ.สิรินธร,"32",441
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",คลินิกเวชกรรมใจใส,"02",1
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",มิตรไมตรีคลินิกเวชกรรม(สาขาคลอง8),"03",2
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.คลองหลวง,"02",1
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.ค่ายอดิศร,"01",1
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.พระนั่งเกล้า,"01",2
"256507",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,เขตดุสิต,"02",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",บ้านอบอุ่น คลินิกเวชกรรม สาขาสะพานแดง,"03",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",มิตรมวลชนคลินิกเวชกรรม สาขาบางพึ่ง,"04",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",มิตรไมตรีคลินิกเวชกรรม(พระประแดง),"04",4
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ด่านช้าง,"03",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ตากสิน,"18",298
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ทองผาภูมิ,"07",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.บางปะอิน,"06",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.บางพลี,"03",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.บางละมุง,"04",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.พระนารายณ์มหาราช,"01",10
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.พระสมุทรเจดีย์สวาทยานนท์,"05",1
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.มหาราช,"15",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ศรีประจันต์,"05",2
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.เจริญกรุงประชารักษ์,"31",247
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.เฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง,"01",5
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.แสวงหา,"05",4
"256507",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.แหลมงอบ,"05",1
"256507",ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,"26",รพ.สิรินธร,"32",5
"256507",ศูนย์บริการสาธารณสุข40  บางแค,เขตบางแค,"40",รพ.ราชพิพัฒน์,"40",783
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.กลาง,"08",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.ตำรวจ,"07",1
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.บางบ่อ,"02",2
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.บางพลี,"03",1
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.พระนารายณ์มหาราช,"01",1
"256507",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.พระสมุทรเจดีย์สวาทยานนท์,"05",2
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",2
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.บ้านโป่ง,"05",1
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.พระนั่งเกล้า,"01",2
"256507",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",มิตรไมตรีคลินิกเวชกรรม(สาขาอู่ทอง),"06",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",มิตรไมตรีคลินิกเวชกรรม(ห้วยใหญ่),"04",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ตำรวจ,"07",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.นพรัตนราชธานี,"43",1146
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.บางปะอิน,"06",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.บ้านโพธิ์,"05",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.พนัสนิคม,"06",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ภาชี,"09",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.มงกุฎวัฒนะ,"41",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ราชวิถี,"37",5
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",1
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ลำลูกกา,"06",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ลำสนธิ,"10",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.เมืองสมุทรปู่เจ้าฯโรงพยาบาลทั่วไปขนาดใหญ่,"04",2
"256507",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ไทรโยค,"02",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.เมืองพัทยา,"04",1
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.เวชการุณย์รัศมิ์,"03",248
"256507",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.ไทรน้อย,"05",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",มิตรไมตรีคลินิกเวชกรรม(สาขาอู่ทอง),"06",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ตากสิน,"18",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ตำรวจ,"07",2
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.นครปฐม,"01",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.บางพลี,"03",3
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ลาดกระบังกรุงเทพมหานคร,"11",544
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ศรีมโหสถ,"09",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.สระบุรี,"01",1
"256507",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",1
"256507",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.ลาดกระบังกรุงเทพมหานคร,"11",99
"256507",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.กบินทร์บุรี,"02",1
"256507",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.กลาง,"08",2
"256507",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.บางไทร,"04",1
"256507",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.ราชพิพัฒน์,"40",1
"256507",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.ลำลูกกา,"06",1
"256507",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.กระทุ่มแบน,"02",1
"256507",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.ราชพิพัฒน์,"40",752
"256507",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",908
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",มิตรไมตรีคลินิกเวชกรรม สาขาบางกรวย,"02",11
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.ตากสิน,"18",175
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.บางกรวย,"02",3
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.บางบัวทอง,"04",6
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.พระนั่งเกล้า,"01",2
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.พระนารายณ์มหาราช,"01",5
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",10
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.ศิริราช,"20",683
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.สามชุก,"08",2
"256507",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,"20",1
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",มิตรไมตรีคลินิกเวชกรรม(เสมาฟ้าคราม),"06",1
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.กลาง,"08",89
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",2
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.ตำรวจ,"07",102
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.สมุทรสาคร,"01",2
"256507",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.อรัญประเทศ,"06",1
"256507",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.นพรัตนราชธานี,"43",347
"256507",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.บางสะพานน้อย,"05",2
"256507",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.สิรินธร,"32",44
"256507",ศูนย์บริการสาธารณสุข51 จตุจักร,เขตจตุจักร,"30",รพ.มงกุฎวัฒนะ,"41",9
"256507",ศูนย์บริการสาธารณสุข51 จตุจักร,เขตจตุจักร,"30",รักษ์สุขคลินิกเวชกรรม(สาขาสนามบินน้ำ),"01",1
"256507",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.มงกุฎวัฒนะ,"41",2
"256507",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.สมุทรปราการ,"01",2
"256507",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.สิรินธร,"32",193
"256507",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,"41",มิตรไมตรีคลินิกเวชกรรม(งามวงศ์วาน),"01",2
"256507",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,"41",มิตรไมตรีคลินิกเวชกรรม(ท่าทราย),"01",2
"256507",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,"41",รพ.ราชวิถี,"37",75
"256507",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,เขตหลักสี่,"41",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"25",1
"256507",ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,เขตทุ่งครุ,"49",รพ.ตากสิน,"18",136
"256507",ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,เขตทุ่งครุ,"49",รพ.วัดเพลง,"09",14
"256507",ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,เขตทุ่งครุ,"49",รพ.สมุทรสาคร,"01",2
