"number","hosname","hcode1","ampr_nb","amprhcode","hnamehos","hmain2","ampr_main_nb"
31,ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13701","24",เขตราษฎร์บูรณะ,รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"11667","24"
1,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28",เขตสาทร,รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"11667","24"
1,ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,"13674","35",เขตจอมทอง,ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13701","24"
1,รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"11535","02",เขตดุสิต,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25"
1,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25"
1,ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13696","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25"
2,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25"
2,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26"
1,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26"
34,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27"
1,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27"
1,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28"
10,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28"
9,รพ.เลิดสิน,"11469","04",เขตบางรัก,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28"
2,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29"
3,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29"
1,รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"11535","02",เขตดุสิต,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29"
1,ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13692","19",เขตตลิ่งชัน,ทัณฑสถานโรงพยาบาลราชทัณฑ์,"11468","30"
26,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30"
11,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30"
2,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30"
1,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30",เขตจตุจักร,รพ.มิราเคิลออฟไลฟ์,"77486","30"
1,ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,"13676","25",เขตบางพลัด,ทัณฑสถานโรงพยาบาลราชทัณฑ์,"11468","30"
1,ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,"23229","48",เขตทวีวัฒนา,ทัณฑสถานโรงพยาบาลราชทัณฑ์,"11468","30"
2771,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30"
2,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30"
1,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30",เขตจตุจักร,ศูนย์บริการสาธารณสุข24  บางเขน,"13669","30"
2,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข51 จตุจักร,"13694","30"
880,ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13657","31",เขตบางคอแหลม,รพ.เจริญกรุงประชารักษ์,"11541","31"
5,ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13651","02",เขตดุสิต,รพ.เจริญกรุงประชารักษ์,"11541","31"
454,ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13652","12",เขตยานนาวา,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข10 สุขุมวิท,"13655","33",เขตคลองเตย,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข16 ลุมพินี,"13661","07",เขตปทุมวัน,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29",เขตบางซื่อ,รพ.เจริญกรุงประชารักษ์,"11541","31"
6,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,"13671","15",เขตธนบุรี,รพ.เจริญกรุงประชารักษ์,"11541","31"
89,ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,"13672","15",เขตธนบุรี,รพ.เจริญกรุงประชารักษ์,"11541","31"
4,ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,"13674","35",เขตจอมทอง,รพ.เจริญกรุงประชารักษ์,"11541","31"
490,ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,"13684","24",เขตราษฎร์บูรณะ,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข40  บางแค,"13685","40",เขตบางแค,รพ.เจริญกรุงประชารักษ์,"11541","31"
12,ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13687","21",เขตบางขุนเทียน,รพ.เจริญกรุงประชารักษ์,"11541","31"
4,ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13692","19",เขตตลิ่งชัน,รพ.เจริญกรุงประชารักษ์,"11541","31"
286,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28",เขตสาทร,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.เจริญกรุงประชารักษ์,"11541","31"
3,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,รพ.เลิดสิน,"11469","04",เขตบางรัก,ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,"13659","31"
1,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,"13663","31"
906,ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,"13663","31",เขตบางคอแหลม,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13650","07",เขตปทุมวัน,รพ.เจริญกรุงประชารักษ์,"11541","31"
3,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.เจริญกรุงประชารักษ์,"11541","31"
13,ศูนย์บริการสาธารณสุข13 ไมตรีวานิช,"13658","13",เขตสัมพันธวงศ์,รพ.เจริญกรุงประชารักษ์,"11541","31"
749,ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,"13659","31",เขตบางคอแหลม,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.เจริญกรุงประชารักษ์,"11541","31"
7,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,"13673","18",เขตคลองสาน,รพ.เจริญกรุงประชารักษ์,"11541","31"
3,ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,"13678","16",เขตบางกอกใหญ่,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข36 บุคคโล,"13681","15",เขตธนบุรี,รพ.เจริญกรุงประชารักษ์,"11541","31"
666,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข47 คลองขวาง,"13690","22",เขตภาษีเจริญ,รพ.เจริญกรุงประชารักษ์,"11541","31"
22,ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13691","23",เขตหนองแขม,รพ.เจริญกรุงประชารักษ์,"11541","31"
771,ศูนย์บริการสาธารณสุข55 เดชะสัมพันธ์,"13698","12",เขตยานนาวา,รพ.เจริญกรุงประชารักษ์,"11541","31"
241,ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13701","24",เขตราษฎร์บูรณะ,รพ.เจริญกรุงประชารักษ์,"11541","31"
54,ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13702","49",เขตทุ่งครุ,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13705","22",เขตภาษีเจริญ,รพ.เจริญกรุงประชารักษ์,"11541","31"
1,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.เจริญกรุงประชารักษ์,"11541","31"
2,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.เจริญกรุงประชารักษ์,"11541","31"
965,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.สิรินธร,"15049","32"
2,รพ.ทหารเรือกรุงเทพ,"11479","47",เขตบางนา,รพ.สิรินธร,"15049","32"
2664,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.สิรินธร,"15049","32"
12,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.สิรินธร,"15049","32"
90,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.สิรินธร,"15049","32"
21,ศูนย์บริการสาธารณสุข25 ห้วยขวาง,"13670","17",เขตห้วยขวาง,รพ.สิรินธร,"15049","32"
34,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.สิรินธร,"15049","32"
254,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.สิรินธร,"15049","32"
140,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27",เขตบึงกุ่ม,รพ.สิรินธร,"15049","32"
410,ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13695","26",เขตดินแดง,รพ.สิรินธร,"15049","32"
1,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.สิรินธร,"15049","32"
14,ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,"21748","38",เขตลาดพร้าว,รพ.สิรินธร,"15049","32"
291,ศูนย์บริการสาธารณสุข64 คลองสามวา,"22455","46",เขตคลองสามวา,รพ.สิรินธร,"15049","32"
11,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,รพ.สิรินธร,"15049","32"
1,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,รพ.สิรินธร,"15049","32"
2,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13700","32"
12,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.สิรินธร,"15049","32"
2,ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13657","31",เขตบางคอแหลม,รพ.สิรินธร,"15049","32"
4,ศูนย์บริการสาธารณสุข16 ลุมพินี,"13661","07",เขตปทุมวัน,รพ.สิรินธร,"15049","32"
1874,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.สิรินธร,"15049","32"
216,ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,"13677","09",เขตพระโขนง,รพ.สิรินธร,"15049","32"
511,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.สิรินธร,"15049","32"
166,ศูนย์บริการสาธารณสุข35 หัวหมาก,"13680","06",เขตบางกะปิ,รพ.สิรินธร,"15049","32"
942,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34",เขตสวนหลวง,รพ.สิรินธร,"15049","32"
6,ศูนย์บริการสาธารณสุข47 คลองขวาง,"13690","22",เขตภาษีเจริญ,รพ.สิรินธร,"15049","32"
652,ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13700","32",เขตประเวศ,รพ.สิรินธร,"15049","32"
13,ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"21526","03",เขตหนองจอก,รพ.สิรินธร,"15049","32"
21,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.สิรินธร,"15049","32"
1317,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.สิรินธร,"15049","32"
2,ศูนย์บริการสาธารณสุข69 คันนายาว,"41797","43",เขตคันนายาว,รพ.สิรินธร,"15049","32"
7,ศูนย์บริการสาธารณสุข16 ลุมพินี,"13661","07",เขตปทุมวัน,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,"13671","15",เขตธนบุรี,รพ.กล้วยน้ำไท,"11583","33"
2,ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,"13677","09",เขตพระโขนง,รพ.กล้วยน้ำไท,"11583","33"
4,ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13695","26",เขตดินแดง,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.กล้วยน้ำไท,"11583","33"
4,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39",เขตวัฒนา,ศูนย์บริการสาธารณสุข10 สุขุมวิท,"13655","33"
1,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33"
5,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.กล้วยน้ำไท,"11583","33"
16,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข13 ไมตรีวานิช,"13658","13",เขตสัมพันธวงศ์,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.กล้วยน้ำไท,"11583","33"
5,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39",เขตวัฒนา,รพ.กล้วยน้ำไท,"11583","33"
5,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.กล้วยน้ำไท,"11583","33"
6,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.กล้วยน้ำไท,"11583","33"
575,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,รพ.กล้วยน้ำไท,"11583","33"
1,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.กล้วยน้ำไท,"11583","33"
3,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33",เขตคลองเตย,ศูนย์บริการสาธารณสุข10 สุขุมวิท,"13655","33"
5,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข41 คลองเตย,"13686","33"
4,ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13693","27",เขตบึงกุ่ม,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข4 ดินแดง,"13649","26",เขตดินแดง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
13,ศูนย์บริการสาธารณสุข35 หัวหมาก,"13680","06",เขตบางกะปิ,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
3,ศูนย์บริการสาธารณสุข43  มีนบุรี,"13688","10",เขตมีนบุรี,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
7,ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13692","19",เขตตลิ่งชัน,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
16,ศูนย์บริการสาธารณสุข68 สะพานสูง,"23159","44",เขตสะพานสูง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
2,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34"
1,สหคลินิกจุฬารัตน์ 7,"24257","32",เขตประเวศ,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34"
1,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34"
3,รพ.ทหารเรือกรุงเทพ,"11479","47",เขตบางนา,หน่วยบริการปฐมภูมิวัดยาง,"77646","34"
7,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
8,ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13660","17",เขตห้วยขวาง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39",เขตวัฒนา,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
191,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13667","34",เขตสวนหลวง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
6,ศูนย์บริการสาธารณสุข25 ห้วยขวาง,"13670","17",เขตห้วยขวาง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
2,ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,"13677","09",เขตพระโขนง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
63,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34",เขตสวนหลวง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
45,ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13689","11",เขตลาดกระบัง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13695","26",เขตดินแดง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
4,ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13700","32",เขตประเวศ,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
1,ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"14818","28",เขตสาทร,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
9,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
2,ธรรมพิชญาคลินิกเวชกรรม สาขาบึงกุ่ม,"42790","27",เขตบึงกุ่ม,รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"11703","34"
19,คลินิกเวชกรรมแพทย์อ่อนนุช 44,"42093","34",เขตสวนหลวง,ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,"13682","34"
1,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13666","39",เขตวัฒนา,หน่วยบริการปฐมภูมิวัดยาง,"77646","34"
1,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
2,ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13652","12",เขตยานนาวา,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
2,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
1,ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,"13678","16",เขตบางกอกใหญ่,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
1,ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,"13679","09",เขตพระโขนง,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
3,ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13691","23",เขตหนองแขม,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
7,ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13705","22",เขตภาษีเจริญ,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
11,ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"21486","50",เขตบางบอน,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
2,ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13657","31",เขตบางคอแหลม,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
3,ศูนย์บริการสาธารณสุข23 สี่พระยา,"13668","04",เขตบางรัก,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
10,ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13687","21",เขตบางขุนเทียน,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
2,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
6,ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13701","24",เขตราษฎร์บูรณะ,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
4,ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13702","49",เขตทุ่งครุ,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
3,ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,"21755","11",เขตลาดกระบัง,รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"11708","35"
53,รพ.สมเด็จพระปิ่นเกล้า,"11478","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,"13674","35"
2,ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,"13672","15",เขตธนบุรี,ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,"13674","35"
2,ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,"13697","49",เขตทุ่งครุ,ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,"13674","35"
1,รพ.กลาง,"11537","08",เขตป้อมปราบศัตรูพ่าย,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36"
1531,รพ.มงกุฎวัฒนะ,"11722","41",เขตหลักสี่,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36"
1,ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13699","27",เขตบึงกุ่ม,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36"
15,คลินิกเวชกรรมพีเอ็มซี,"42047","36",เขตดอนเมือง,ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13703","36"
2,ศูนย์บริการสาธารณสุข35 หัวหมาก,"13680","06",เขตบางกะปิ,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข1 สะพานมอญ,"13646","01",เขตพระนคร,รพ.ราชวิถี,"11472","37"
3,ศูนย์บริการสาธารณสุข3 บางซื่อ,"13648","29",เขตบางซื่อ,รพ.ราชวิถี,"11472","37"
8,ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13653","47",เขตบางนา,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13656","14",เขตพญาไท,รพ.ราชวิถี,"11472","37"
1,ศูนย์บริการสาธารณสุข16 ลุมพินี,"13661","07",เขตปทุมวัน,รพ.ราชวิถี,"11472","37"
2,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13664","29",เขตบางซื่อ,รพ.ราชวิถี,"11472","37"
